username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink,
krishnaji_khot,2016-11-12 22:34,0,0,:Don't worry SajjanSingh jee !! Modi Lost more than 5 lacks follower durin last 4 days !! May loos all the voters who voted for BJP last GE!,,,,7.97485185927299E+017,https://twitter.com/krishnaji_khot/status/797485185927299072,
BhavinBat7,2016-11-12 09:50,0,0,As supporter of bjp and follower of narendra modi jst asking for truth. @SirPareshRawal @rammadhavbjp @AmitShah @ShahnawazBJP https:// twitter.com/aajtak/status/ 797277237674315776 …,,@SirPareshRawal @rammadhavbjp @AmitShah @ShahnawazBJP,,7.97293064582824E+017,https://twitter.com/BhavinBat7/status/797293064582823936,
chandras_yadav,2016-11-12 09:01,0,0,@UPCM_ Follower a dekho sansani se desh chala rahi BJP .,,@UPCM_,,7.97280510745526E+017,https://twitter.com/chandras_yadav/status/797280510745526272,
asdwivedi1962,2016-11-12 05:47,0,0,@Gen_VKSingh myself natural follower of BJP,,@Gen_VKSingh,,7.97231743199646E+017,https://twitter.com/asdwivedi1962/status/797231743199645697,
vikasjgd,2016-11-12 01:26,0,0,"Another leak of message 6nov follower of BJP , which save many black money holder. @narendramodi @arunjaitley @SriSri @yogrishiramdev pic.twitter.com/24qX9VSQMy",,@narendramodi @arunjaitley @SriSri @yogrishiramdev,,7.97166199024992E+017,https://twitter.com/vikasjgd/status/797166199024992256,
outburstindia,2016-11-12 00:55,0,0,Perhaps there is no marriage in the family of an ordinary BJP worker/ supporter/ follower ! Hence those aren't feeling the frustration. #Cash,,,#Cash,7.97158386223628E+017,https://twitter.com/outburstindia/status/797158386223628289,
psychiatrist_MP,2016-11-11 22:44,0,1,@DJVALABABU @AnkitLal Btw u too qualify as bhakt of AAP.. blind follower .. can u acknowledge a good bjp decision in 2 years. Don't hide behind swachh bharat,,@DJVALABABU @AnkitLal,,7.97125321417818E+017,https://twitter.com/psychiatrist_MP/status/797125321417818112,
ravi777i,2016-11-11 12:18,0,0,@ShrutiNag @TimesNow I am follower of bjp but y it is required to release a 2000 note y,,@ShrutiNag @TimesNow,,7.96967925290668E+017,https://twitter.com/ravi777i/status/796967925290668032,
ashishg1993,2016-11-10 23:02,0,0,@SirJadeja or bhai jo roz border pe mar rhe hai unka kya ??? Kya step le rhi hai govt . Bta dijiye aap toh bjp k follower hai waise bhi,,@SirJadeja,,7.96767523223937E+017,https://twitter.com/ashishg1993/status/796767523223937024,
punitjoshi26,2016-11-10 19:51,1,0,Proud to be your follower .. Proud to be a Karyakrta of BJP Lot more to come. India awaits to be on the top under your captncy @narendramodi,,@narendramodi,,7.9671955603531E+017,https://twitter.com/punitjoshi26/status/796719556035309568,
VamshiSomanchi,2016-11-10 14:22,0,0,"@MansaSen @tallstories @narendramodi Yes I would definitely., trust me sis I'm not a follower of BJP but any retweet which @ArvindKejriwal does against government is pure game!!",,@MansaSen @tallstories @narendramodi @ArvindKejriwal,,7.96636637157528E+017,https://twitter.com/VamshiSomanchi/status/796636637157527552,
kcshukla6,2016-11-09 22:44,3,0,"@sujan_gurjar @Rishimathur18 @SachinPilot @INCIndia Bjp ke sabhe principal,ak dikhava, ak dhokha he,,jese Ram mandir,Ham Bapu ke follower he",,@sujan_gurjar @Rishimathur18 @SachinPilot @INCIndia,,7.96400702406951E+017,https://twitter.com/kcshukla6/status/796400702406950912,
priyanka_969,2016-11-09 17:34,0,0,Iam no politic buff...no staunch follower of Congress or BJP ...but really amazed by Modi.Isn't he really the change? #ModiFightsCorruption,,,#ModiFightsCorruption,7.96322638314504E+017,https://twitter.com/priyanka_969/status/796322638314504192,
Ani_Bjp,2016-11-09 09:21,0,0,I have a rising follower graph! 5 more followers in the past week. Get your stats right here http://www. crowdfireapp.com/?r=tw,,,,7.96198598509728E+017,https://twitter.com/Ani_Bjp/status/796198598509727744,
pavmana,2016-11-09 07:35,0,0,@TarekFatah @JhaSanjay For u Mr.Jha everything BJP does is stunt.u simply cannot accept progress.Slavery Mindset that too follower of Buddu,,@TarekFatah @JhaSanjay,,7.96171865513308E+017,https://twitter.com/pavmana/status/796171865513308161,
yasha_aggarwal,2016-11-09 00:35,0,0,Arnav goswami a big bjp ... follower without caring common man.,,,,7.96066158256394E+017,https://twitter.com/yasha_aggarwal/status/796066158256394240,
vishnukd2,2016-11-08 23:03,0,1,@sudhirchaudhary @sushilkrs I m ur regular follower .....once I made a statement that u were biased towards BJP govt.u took it otherwise.,,@sudhirchaudhary @sushilkrs,,7.96042952762081E+017,https://twitter.com/vishnukd2/status/796042952762081282,
JaydeepNikam1,2016-11-08 22:26,1,0,Im not follower of BJP :-) :-) Im just follower of A GooD GOVERNMENT,,,,7.96033724660019E+017,https://twitter.com/JaydeepNikam1/status/796033724660019205,
sushi12354,2016-11-08 15:25,0,0,"@thanveer_kamal never his follower is not fool... He never say vote BJP , He always says choose r8 person,",,@thanveer_kamal,,7.95927767690908E+017,https://twitter.com/sushi12354/status/795927767690907648,
bklswagger,2016-11-08 12:14,0,2,@BJPLucknowBJP @UPCM_ Follower @yadavakhilesh BJP walon.. Dekho.. aur nachooooo.... HAHAHAHAAHAHAHaaa http:// abpnews.abplive.in/videos/watch-b ar-girl-dance-in-bjp-parivartan-rallly-at-sambhal-492175/ …,,@BJPLucknowBJP @UPCM_ @yadavakhilesh,,7.95879705362592E+017,https://twitter.com/bklswagger/status/795879705362591744,
UPCM_Follower,2016-11-08 11:54,0,1,@BJPLucknowBJP @yadavakhilesh Ohh.. that's so sad. You only miss out things against BJP . Not reading newspapers?,,@BJPLucknowBJP @yadavakhilesh,,7.95874619349574E+017,https://twitter.com/UPCM_Follower/status/795874619349573632,
UPCM_Follower,2016-11-08 11:51,0,2,"@BJPLucknowBJP @yadavakhilesh Hey man, Not a single tweet on break down of the rath of BJP in #ParivartanYatra in Jhansi Biased again?",,@BJPLucknowBJP @yadavakhilesh,#ParivartanYatra,7.95873760200954E+017,https://twitter.com/UPCM_Follower/status/795873760200953857,
Jitu345,2016-11-08 08:44,0,0,@Dkbhati1969 @Babu_Bhaiyaa @ShekharGupta I'm biggest follower of bjp than yours its feels disgust plz don't add aap with me that worsening,,@Dkbhati1969 @Babu_Bhaiyaa @ShekharGupta,,7.95826776924557E+017,https://twitter.com/Jitu345/status/795826776924557312,
HeeralShukla,2016-11-08 07:28,0,0,@sammy229 This guy also 1 time Biggest Follower of BJP and RSS but why Shivaraj and Fraud Bhakat doing its totally Unfair,,@sammy229,,7.95807628085502E+017,https://twitter.com/HeeralShukla/status/795807628085501952,
AirZoom_web,2016-11-08 07:15,3,5,@hindustanse @UPCM_ Follower All parties r Dividing different communities for Vote. But BJP is concentrating on Development. @FastNewsDelhi,,@hindustanse @UPCM_ @FastNewsDelhi,,7.95804411578774E+017,https://twitter.com/AirZoom_web/status/795804411578773504,
hindustanse,2016-11-08 07:05,1,1,@AirZoom_web @UPCM_ Follower Indiatoday poll says the same nothing new BJP will win UP,,@AirZoom_web @UPCM_,,7.95801972293206E+017,https://twitter.com/hindustanse/status/795801972293206016,
AirZoom_web,2016-11-08 06:48,1,4,"@UPCM_ Follower They r not united now.All r separate now.Shivpal destroyed all. My prediction is BJP will no.1, BSP will no.2. @hindustanse",,@UPCM_ @hindustanse,,7.95797686020608E+017,https://twitter.com/AirZoom_web/status/795797686020608000,
bhakt4ever,2016-11-07 23:11,0,2,I may have disappointed with some of the decisions of the Govt but I always remains bjp follower,,,,7.95682551658582E+017,https://twitter.com/bhakt4ever/status/795682551658582020,
anupandeypur,2016-11-07 22:14,2,1,"@MVenkaiahNaidu Was a die hard follower of BJP , but this action is now forcing me to rethink.If a law was broken would you lift the ban?",,@MVenkaiahNaidu,,7.95668362181259E+017,https://twitter.com/anupandeypur/status/795668362181259264,
Red9planet,2016-11-07 21:38,0,0,"@TimesNow As a BJP supporter I welcome this. Rahu is the true follower of Gadhiji, who asked to dismiss Cong and Rahu is implementing that.",,@TimesNow,,7.95659269253333E+017,https://twitter.com/Red9planet/status/795659269253332992,
MihirkJha,2016-11-07 21:22,0,1,I hope @avarakai has confirmed news :) Else entire BJP fraternity will lose on Follower ! A 3rd gen BJP supporter @preeti_chopra2 pic.twitter.com/SCZlt6x0sg,,@avarakai @preeti_chopra2,,7.95655276930077E+017,https://twitter.com/MihirkJha/status/795655276930076672,
RaviVerma9371,2016-11-07 20:43,0,0,@RoflRepoter @TheAngryLord ye sare ANTi BJP wale dubey ji ke follower hai kya? sabhi ne mil k न ka button dabaya hai,,@RoflRepoter @TheAngryLord,,7.95645452112851E+017,https://twitter.com/RaviVerma9371/status/795645452112850944,
mohit_hcl,2016-11-07 18:36,0,0,@Trendy_Baba_ more than 4000 follower . You need 25000 mark to get a ticket from BJP in assembly election? R u ready?,,@Trendy_Baba_,,7.95613415070802E+017,https://twitter.com/mohit_hcl/status/795613415070801920,
HamaraAkhilesh,2016-11-07 16:20,0,0,@pailo_mihu @DrSinghAnuj @yadavakhilesh If you dont.. you have to be a BJP follower .. coz only they dont see it.. i have proved my point,,@pailo_mihu @DrSinghAnuj @yadavakhilesh,,7.95579114929279E+017,https://twitter.com/HamaraAkhilesh/status/795579114929278976,
UPCM_Follower,2016-11-07 13:34,0,2,@BJPLucknowBJP @yadavakhilesh HAHAHA.. In all these tweets you have been defending BJP regarding PK. What's going on man?,,@BJPLucknowBJP @yadavakhilesh,,7.9553748579097E+017,https://twitter.com/UPCM_Follower/status/795537485790969856,
UPCM_Follower,2016-11-07 13:27,0,0,@BJPLucknowBJP @yadavakhilesh Then you should tag BJP as well Mr. Btw use HT as well for the info. regarding RERA. It will be useful,,@BJPLucknowBJP @yadavakhilesh,,7.95535734790754E+017,https://twitter.com/UPCM_Follower/status/795535734790754304,
OfficialInderJ,2016-11-07 11:12,0,0,@Ramanatdhan I am from BJP and love PM Modi but I criticize BJP too (when they do wrong). I am not a blind follower . Simple!,,@Ramanatdhan,,7.95501639985598E+017,https://twitter.com/OfficialInderJ/status/795501639985598464,
AshokYeshwantMa,2016-11-07 10:18,1,1,"@PKotekar @sureshpprabhuAs a Strong Follower of BJP Hindutva & Sakaratam Manvta,ISalute Our Respected Hardcore Worker,KailasvasiJaiyatiben.",,@PKotekar @sureshpprabhuAs,,7.95488171391787E+017,https://twitter.com/AshokYeshwantMa/status/795488171391787008,
imhsnk,2016-11-06 00:43,3,4,Everyone is an ISI agent if you are not a supporter or blind follower of #BJP & #Modi #DemocracyInDanger http:// fb.me/5i16vmdnD,,,#BJP #Modi #DemocracyInDanger,7.949808864123E+017,https://twitter.com/imhsnk/status/794980886412300289,
kasimkhanpathan,2016-11-05 23:40,0,0,"@DataStream_Cond @sdt_83 @ANI_news and I am the follower of my heart and country not era Gera party like bjp Congo or aap,, but u r looklike",,@DataStream_Cond @sdt_83 @ANI_news,,7.94965133667815E+017,https://twitter.com/kasimkhanpathan/status/794965133667815425,
CTRavi_BJP,2016-11-05 21:49,0,0,@INCIndia revoking suspension of Siddaramaiah's follower Marigowda who had threatened IAS Officer Shikha in Mysuru shows it's true colour,,@INCIndia,,7.94937070976319E+017,https://twitter.com/CTRavi_BJP/status/794937070976319488,
crraoindia,2016-11-05 15:31,0,1,@AnbalaganJob @ArvindKejriwal @thekiranbedi @ShaziaAmin same rule applies to Modi. I am not a follower of BJP . Trusted AK. Turned out bad.,,@AnbalaganJob @ArvindKejriwal @thekiranbedi @ShaziaAmin,,7.94842090027024E+017,https://twitter.com/crraoindia/status/794842090027024384,
prof_siddm,2016-11-05 12:34,0,0,@Richasharma0971 I am neither a RSS followers nor a BJP follower . But I am Modi follower who works for 18 hours a day and puts country first,,@Richasharma0971,,7.94797619813839E+017,https://twitter.com/prof_siddm/status/794797619813838848,
DrTaParamjyothi,2016-11-05 07:57,0,0,"@AmitShahji good morning.i wish a happy,healthy and successful day.your staunch supporter and follower .Dr.T.Paramjyothi BJP TS.ex.pre.BSP AP",,@AmitShahji,,7.94727794848702E+017,https://twitter.com/DrTaParamjyothi/status/794727794848702464,
SukhSandhu,2016-11-05 02:42,394,37,Everyone is an ISI agent if you are not a supporter or blind follower of #BJP & #Modi #RahulKejriDramebaj #DemocracyInDanger #RavishKumar pic.twitter.com/HEC6TqfbuW,,,#BJP #Modi #RahulKejriDramebaj #DemocracyInDanger #RavishKumar,7.94648487149249E+017,https://twitter.com/SukhSandhu/status/794648487149248512,
MsftSumit,2016-11-04 22:47,0,0,"@pradhumnc @sirjadeja zee news showed BJP winning In Delhi Assembly elections. LOL. N he is BJP follower ,will surely mention those channels",,@pradhumnc @sirjadeja,,7.94589471828156E+017,https://twitter.com/MsftSumit/status/794589471828156416,
riyasat77063531,2016-11-04 19:40,4,1,@kiran_patniak @IndianExpress @TheHindu @abpnewshindi @@kiran_patniak @IndianExpressBut realty is that NDTV is not follower of BJP & SANGH.,,@kiran_patniak @IndianExpress @TheHindu @abpnewshindi @ @kiran_patniak @IndianExpressBut,,7.94542377461547E+017,https://twitter.com/riyasat77063531/status/794542377461547009,
bigman5118,2016-11-04 19:20,0,0,@rsprasad @narendramodi sir! Being strong follower of central govt n bjp . bsnl response is disappointing! Sorry but literally frustrating,,@rsprasad @narendramodi,,7.94537341851472E+017,https://twitter.com/bigman5118/status/794537341851471876,
join2tarun,2016-11-04 17:15,0,0,@jitupatwari I am a bjp follower but I like how u put the the point in #taalthokke @sardanarohit,,@jitupatwari @sardanarohit,#taalthokke,7.94505915244257E+017,https://twitter.com/join2tarun/status/794505915244257280,
bspandher3,2016-11-04 10:39,0,0,"As per BJP Min.VKSingh,person who's NOT follower of BJP /RSS,isn't entitled of benefits by UNION/STATE Govt?",,,,7.94406090960056E+017,https://twitter.com/bspandher3/status/794406090960056320,
tw33tpav,2016-11-04 07:01,0,0,"@TarekFatah @amiablejaved logical Indian is anti bjp and He's a staunch Congress follower , believer in Rahulji. I rest my case.",,@TarekFatah @amiablejaved,,7.94351282593022E+017,https://twitter.com/tw33tpav/status/794351282593021952,
jstsourabh,2016-11-03 23:57,0,0,@PMOIndia on current system. I m a true believer and follower of BJP as a party and can't even imagine any other party ruling our Gujarat.,,@PMOIndia,,7.9424450661915E+017,https://twitter.com/jstsourabh/status/794244506619150343,
manishdubey_BJP,2016-11-03 19:57,0,1,Just the one new follower today found welcome tracked by http:// unfollowspy.com,,,,7.94184326443172E+017,https://twitter.com/manishdubey_BJP/status/794184326443171841,
WorldJat,2016-11-03 15:34,0,0,@UPCM_ Follower I am not against anyone but #BJP Dear @yadavakhilesh @samajwadiparty @SamajwadiSocial @SamajwadiLive @samajwadi4rUP,,@UPCM_ @yadavakhilesh @samajwadiparty @SamajwadiSocial @SamajwadiLive @samajwadi4rUP,#BJP,7.94117966388294E+017,https://twitter.com/WorldJat/status/794117966388293632,
UPCM_Follower,2016-11-03 13:22,0,0,@WeUttarPradesh BJP ki Yatra toh UP me shuru bhi nahi hui aur aap nakal bhi bata rhe hain. Sach boliye ki aap nakal karenge Akhilesh ji ki,,@WeUttarPradesh,,7.9408473102959E+017,https://twitter.com/UPCM_Follower/status/794084731029590016,
ANJANJYOTIBORA1,2016-11-02 23:57,0,0,@himantabiswa what about Hindu Bangladeshi sir? I m an ardent follower of BJP but really pained by the suicidal decision of BJP .,,@himantabiswa,,7.9388232697539E+017,https://twitter.com/ANJANJYOTIBORA1/status/793882326975389696,
Anandhuvaikom,2016-11-02 18:26,0,0,#modiji Iam a follower of #BJP from #kerala who likes u a lot bt we r nt happy with #menakagandhi 's stand in #kerala_straydogissue (1/2),,,#modiji #BJP #kerala #menakagandhi #kerala_straydogissue,7.93798868429337E+017,https://twitter.com/Anandhuvaikom/status/793798868429336577,
RanjitOne,2016-11-02 11:25,0,0,"@HartoshSinghBal He is totally domesticated follower of the RSS/ BJP /Modi. He may be headed for ""saffron pastures"" within the Sangh Parivar",,@HartoshSinghBal,,7.93692942112207E+017,https://twitter.com/RanjitOne/status/793692942112206848,
wasima4u,2016-11-01 21:40,0,0,#follow and #retweet BJP MP Demands Bharat Ratna For Dalai Lama: BJP MP and former Himachal Pra... http:// bit.ly/2ea7z2o #follower #rt,,,#follow #retweet #follower #rt,7.93485348802269E+017,https://twitter.com/wasima4u/status/793485348802269184,
Sapna4lovely,2016-11-01 21:40,0,0,#follow and #retweet BJP MP Demands Bharat Ratna For Dalai Lama: BJP MP and former Himachal Pra... http:// bit.ly/2ea7z2o #follower #rt,,,#follow #retweet #follower #rt,7.9348532571673E+017,https://twitter.com/Sapna4lovely/status/793485325716729856,
dhaara91,2016-11-01 21:40,0,0,#follow and #retweet BJP MP Demands Bharat Ratna For Dalai Lama: BJP MP and former Himachal Pra... http:// bit.ly/2ea7z2o #follower #rt,,,#follow #retweet #follower #rt,7.93485324286439E+017,https://twitter.com/dhaara91/status/793485324286439424,
jyotsanaba,2016-11-01 21:40,0,0,#follow and #retweet BJP MP Demands Bharat Ratna For Dalai Lama: BJP MP and former Himachal Pra... http:// bit.ly/2ea7z2o #follower #rt,,,#follow #retweet #follower #rt,7.93485319454675E+017,https://twitter.com/jyotsanaba/status/793485319454674944,
naina4u20151,2016-10-31 17:08,0,0,"#positivity Politics over Bhopal jailbreak: Opposition doubts BJP government's version, demands... http:// bit.ly/2f8VbjJ #follower #rt",,,#positivity #follower #rt,7.93054656939172E+017,https://twitter.com/naina4u20151/status/793054656939171840,
jyotsanaba,2016-10-31 17:08,0,0,#follow and #retweet Politics over Bhopal jailbreak: Opposition doubts BJP government's version... http:// bit.ly/2f8VbjJ #follower #rt,,,#follow #retweet #follower #rt,7.93054644536615E+017,https://twitter.com/jyotsanaba/status/793054644536614912,
Prabhas64,2016-10-31 11:49,0,0,"BJP shows itself staunch follower of SardarPatel&his policies,but believes inSub division of existing states&Society https:// twitter.com/ThinkersPad/st atus/792971692066889728 …",,,,7.92974181331636E+017,https://twitter.com/Prabhas64/status/792974181331636225,
WhiskeeyRiver,2016-10-30 20:11,0,0,"Sickular, libtard, anti- national - bjp follower pic.twitter.com/wcE3R7AKk1",,,,7.92738097796493E+017,https://twitter.com/WhiskeeyRiver/status/792738097796493313,
neerajs91844772,2016-10-30 14:02,0,1,@SwamyBhakt My profile is similar.I support BJP but not it's irrelevant actions.I'm follower of Swamiji only as he talks and acts truthfully,,@SwamyBhakt,,7.92645461492404E+017,https://twitter.com/neerajs91844772/status/792645461492404224,
naina4u20151,2016-10-29 23:12,0,0,#positivity Criticism of government over vacant judges' posts unfair: Venkaiah Naidu: BJP today... http:// bit.ly/2eGP8pC #follower #rt,,,#positivity #follower #rt,7.92421462065811E+017,https://twitter.com/naina4u20151/status/792421462065811456,
naina4u20151,2016-10-29 13:43,1,0,"#positivity BJP attacks AAP, says party habitual of disrespecting soldiers: Delhi BJP chief Sat... http:// bit.ly/2f1Uysc #follower #rt",,,#positivity #follower #rt,7.9227828152968E+017,https://twitter.com/naina4u20151/status/792278281529679872,
jyotsanaba,2016-10-29 13:43,0,0,"#follow and #retweet BJP attacks AAP, says party habitual of disrespecting soldiers: Delhi BJP ... http:// bit.ly/2f1Uysc #follower #rt",,,#follow #retweet #follower #rt,7.92278274600677E+017,https://twitter.com/jyotsanaba/status/792278274600677377,
PremKum70871603,2016-10-28 19:10,0,0,@narendramodi @AmitShah @BJP4India .. what are S.Swamys credentials to insult @RNTata2000 .. Being a BJP follower I feel hurt and let down.,,@narendramodi @AmitShah @BJP4India @RNTata2000,,7.91998129751064E+017,https://twitter.com/PremKum70871603/status/791998129751064576,
krameshmenon,2016-10-28 16:20,0,0,@NiharikaRavia thank you so very much. Am honoured. Have a great day. But must caution you.. I'm a diehard BJP follower,,@NiharikaRavia,,7.91955243000922E+017,https://twitter.com/krameshmenon/status/791955243000922112,
GirlishKamothi,2016-10-28 10:04,0,0,Vibhisan was RamBhakt follower of Ram BJP claims they are RamBhakt I am waiting when they burn their own Lanka. It's going to happen 1 day,,,,7.918605831675E+017,https://twitter.com/GirlishKamothi/status/791860583167500288,
fardeenpirjade,2016-10-27 21:02,0,0,@RitaBJoshi change your bio as a BJP follower,,@RitaBJoshi,,7.91663866661003E+017,https://twitter.com/fardeenpirjade/status/791663866661003264,
manishdubey_BJP,2016-10-27 18:57,0,3,Just the one new follower today found welcome tracked by http:// unfollowspy.com,,,,7.91632442696216E+017,https://twitter.com/manishdubey_BJP/status/791632442696216576,
khamirjoshi,2016-10-27 17:20,0,1,@BJP4Gujarat Non sense BJP follower don't know how to park car pic.twitter.com/bOTdcjkl9s,,@BJP4Gujarat,,7.91608028114157E+017,https://twitter.com/khamirjoshi/status/791608028114157568,
shantanunandan2,2016-10-27 17:02,0,2,"BJP nominates its MLA Pradhan Baruah as its candidate for bye-poll in Lakhimpur Lok Sabha, vacated by CM Sonowal. Baruah is a HBS follower",,,,7.91603544868524E+017,https://twitter.com/shantanunandan2/status/791603544868524032,
naina4u20151,2016-10-26 17:56,0,0,"#positivity Bribery case: Yeddyurappa's acquittal shocking, says Congress; BJP hails it: The Co... http:// bit.ly/2dJKsLA #follower #rt",,,#positivity #follower #rt,7.9125478428824E+017,https://twitter.com/naina4u20151/status/791254784288239616,
jyotsanaba,2016-10-26 17:56,0,0,"#follow and #retweet Bribery case: Yeddyurappa's acquittal shocking, says Congress; BJP hails i... http:// bit.ly/2dJKsLA #follower #rt",,,#follow #retweet #follower #rt,7.9125477293432E+017,https://twitter.com/jyotsanaba/status/791254772934320128,
sabina4loveu,2016-10-26 17:50,0,0,"#follow and #retweet Bribery case: Yeddyurappa's acquittal shocking, says Congress; BJP hails i... http:// bit.ly/2dJKsLA #follower #rt",,,#follow #retweet #follower #rt,7.91253278050837E+017,https://twitter.com/sabina4loveu/status/791253278050836482,
wasima4u,2016-10-26 17:50,0,0,"#follow and #retweet Bribery case: Yeddyurappa's acquittal shocking, says Congress; BJP hails i... http:// bit.ly/2dJKsLA #follower #rt",,,#follow #retweet #follower #rt,7.91253271318979E+017,https://twitter.com/wasima4u/status/791253271318978560,
Sapna4lovely,2016-10-26 17:50,0,0,"#follow and #retweet Bribery case: Yeddyurappa's acquittal shocking, says Congress; BJP hails i... http:// bit.ly/2dJKsLA #follower #rt",,,#follow #retweet #follower #rt,7.9125325699543E+017,https://twitter.com/Sapna4lovely/status/791253256995430401,
dhaara91,2016-10-26 17:50,0,0,"#follow and #retweet Bribery case: Yeddyurappa's acquittal shocking, says Congress; BJP hails i... http:// bit.ly/2dJKsLA #follower #rt",,,#follow #retweet #follower #rt,7.91253255225381E+017,https://twitter.com/dhaara91/status/791253255225380866,
sharddhasharma3,2016-10-26 17:50,0,0,"#follow and #retweet Bribery case: Yeddyurappa's acquittal shocking, says Congress; BJP hails i... http:// bit.ly/2dJKsLA #follower #rt",,,#follow #retweet #follower #rt,7.91253249269477E+017,https://twitter.com/sharddhasharma3/status/791253249269477376,
yamuna4u,2016-10-26 17:50,0,0,"#follow and #retweet Bribery case: Yeddyurappa's acquittal shocking, says Congress; BJP hails i... http:// bit.ly/2dJKsLA #follower #rt",,,#follow #retweet #follower #rt,7.91253247008748E+017,https://twitter.com/yamuna4u/status/791253247008747520,
ShringiTiwari,2016-10-26 17:45,0,0,@yogashar99 I support BJP but not a blind follower . Also party never & due to alliance SAD never allow Siddhu to work freely in Amritsar,,@yogashar99,,7.91252001367716E+017,https://twitter.com/ShringiTiwari/status/791252001367715840,
kingJanakoff,2016-10-26 11:49,0,0,Davide and rule is a main motto n ethic of BJP ...as BJP is strongly follower of British people. @HardikPatel_ @reshmapateloff @Ankita_Shah8,,@HardikPatel_ @reshmapateloff @Ankita_Shah8,,7.9116225918364E+017,https://twitter.com/kingJanakoff/status/791162259183640577,
wasima4u,2016-10-25 23:00,0,0,#follow and #retweet Navjot Sidhu Committed Political Suicide By Leaving BJP : Vijay Sampla: Ami... http:// bit.ly/2dT8xTF #follower #rt,,,#follow #retweet #follower #rt,7.90968804440351E+017,https://twitter.com/wasima4u/status/790968804440350720,
Sapna4lovely,2016-10-25 23:00,0,1,#follow and #retweet Navjot Sidhu Committed Political Suicide By Leaving BJP : Vijay Sampla: Ami... http:// bit.ly/2dT8xTF #follower #rt,,,#follow #retweet #follower #rt,7.90968780713099E+017,https://twitter.com/Sapna4lovely/status/790968780713099264,
dhaara91,2016-10-25 23:00,0,1,#follow and #retweet Navjot Sidhu Committed Political Suicide By Leaving BJP : Vijay Sampla: Ami... http:// bit.ly/2dT8xTF #follower #rt,,,#follow #retweet #follower #rt,7.90968779119342E+017,https://twitter.com/dhaara91/status/790968779119341568,
jyotsanaba,2016-10-25 23:00,0,1,#follow and #retweet Navjot Sidhu Committed Political Suicide By Leaving BJP : Vijay Sampla: Ami... http:// bit.ly/2dT8xTF #follower #rt,,,#follow #retweet #follower #rt,7.90968773662482E+017,https://twitter.com/jyotsanaba/status/790968773662482432,
boneexpert,2016-10-24 23:57,0,0,@shilpitewari @jinu4545 @TwitterIndia we may also mass report them but first include me in your team. I am BJP follower to the hilt,,@shilpitewari @jinu4545 @TwitterIndia,,7.90620649681289E+017,https://twitter.com/boneexpert/status/790620649681289217,
I_Aman_SSP,2016-10-24 16:18,0,0,"@Roshan_Kr_Rai If you are a Kejriwal follower , doesn't make everyone who opposed that guy is a congress or a BJP Supporters.",,@Roshan_Kr_Rai,,7.90505335853228E+017,https://twitter.com/I_Aman_SSP/status/790505335853228032,
PillaiSushil,2016-10-24 11:39,0,0,"@msisodia good job. Though I am a follower of BJP but, that doesn't stop me from praising yu for a long awaited initiative from Delhi govt",,@msisodia,,7.90434907130466E+017,https://twitter.com/PillaiSushil/status/790434907130466304,
iamShashizanje,2016-10-24 09:13,2,0,Not bjp follower but have a huge respect for this young man because of his achievements wrt age and alway will . #HBDayAnuragThakur,,,#HBDayAnuragThakur,7.90398170807214E+017,https://twitter.com/iamShashizanje/status/790398170807214080,
Vivekvaidya9,2016-10-23 20:32,0,0,@imjayanthii @sbajpai2806 @Swamy39 @Oneindia Oh u seems to be BJP follower then I HV nothing to respond u v both HV same idelogy,,@imjayanthii @sbajpai2806 @Swamy39 @Oneindia,,7.90206712074514E+017,https://twitter.com/Vivekvaidya9/status/790206712074514432,
ShraddhaPai,2016-10-23 15:21,0,0,@rahulbhat666 its the BJP govt. in power. Not Modi. Kya yaar itne AK follower ban gaye that like him you forgot the difference.,,@rahulbhat666,,7.90128551852904E+017,https://twitter.com/ShraddhaPai/status/790128551852904448,
jaishah1987,2016-10-23 13:35,0,0,"I am follower of bjp , want to converse with you inorder to prevent scam . Please call on 8108864643. .i have mailed",,,,7.90101900511224E+017,https://twitter.com/jaishah1987/status/790101900511223808,
jaishah1987,2016-10-23 13:32,0,0,"I am follower of bjp party , waiting for converse in ordee to save bjp from scam.please call on 8108864643. I am your wellwisher",,,,7.90101125995242E+017,https://twitter.com/jaishah1987/status/790101125995241472,
jaishah1987,2016-10-23 13:31,0,0,i am follower of bjp steadfastly. I want to converse inn order to save the name party and prevent scam .call on 8108864643,,,,7.90100779218575E+017,https://twitter.com/jaishah1987/status/790100779218575360,
nairaneel,2016-10-23 06:54,0,0,"@saliltripathi @girirajsinghbjp @AnupamPkher @EconomicTimes I think BJP follower are more sensible, Tata is trending bcoz some nuisance ppl.",,@saliltripathi @girirajsinghbjp @AnupamPkher @EconomicTimes,,7.90000867307127E+017,https://twitter.com/nairaneel/status/790000867307126785,
Aslam70066835,2016-10-23 03:31,0,0,@Dev_Fadnavis i am a sincere follower of you and bjp but u disappointed me sir!,,@Dev_Fadnavis,,7.89949840662954E+017,https://twitter.com/Aslam70066835/status/789949840662953984,
narendrapjoshi,2016-10-22 22:43,0,0,@madhusudan41 Ha ha ha ! Kejriwal follower will naturally question it @mahesh10816 Indian DGMO confirmed #SurgicalStrike not BJP,,@madhusudan41 @mahesh10816,#SurgicalStrike,7.89877393355702E+017,https://twitter.com/narendrapjoshi/status/789877393355702272,
